ID_Transacao,Data_Venda,CPF_Cliente,Tipo_Operacao,Moeda_Estrangeira,Valor_BRL
TRX-009504,2026-05-28,16549732891,Cartão Pré-pago,GBP,3861.23
TRX-009505,2026-05-22,816.749.230-31,Papel Moeda,USD,6042.04
TRX-009506,2026-06-02,189.542.703-79,Papel Moeda,EUR,12787.62
TRX-009507,2026-05-25,279.648.513-73,Remessa Internacional,GBP,2656.76
TRX-009508,2026-05-26,362.504.179-07,Papel Moeda,GBP,6303.32
TRX-009509,2026-06-11,621.348.507-44,Cartão Pré-pago,USD,7819.48
TRX-009510,2026-05-27,458.706.921-30,Papel Moeda,EUR,8366.09
TRX-009511,2026-05-19,402.973.615-70,Cartão Pré-pago,GBP,7279.23
TRX-009512,2026-05-21,38679452173,Remessa Internacional,GBP,9067.59
TRX-009513,2026-05-28,72461509867,Papel Moeda,GBP,8379.37
TRX-009514,2026-06-08,64275198085,Remessa Internacional,USD,11412.98
TRX-009515,2026-05-30,673.241.908-04,Papel Moeda,EUR,4499.55
TRX-009516,2026-05-27,523.681.749-82,Papel Moeda,USD,4423.4
TRX-009517,2026-06-11,350.817.962-12,Cartão Pré-pago,USD,1524.53
TRX-009518,2026-05-25,470.586.913-39,Papel Moeda,EUR,9418.65
TRX-009519,2026-05-21,135.428.670-71,Remessa Internacional,GBP,14476.65
TRX-009520,2026-06-04,635.742.810-80,Remessa Internacional,EUR,3271.86
TRX-009521,2026-05-23,034.568.179-75,Papel Moeda,USD,14660.06
TRX-009522,2026-06-08,462.178.035-26,Cartão Pré-pago,USD,11367.55
TRX-009523,2026-05-26,87210536930,Papel Moeda,GBP,1470.1
TRX-009524,2026-05-17,16820594720,Papel Moeda,USD,14713.77
TRX-009525,2026-06-03,208.467.315-17,Remessa Internacional,USD,13108.22
TRX-009526,2026-05-31,864.750.391-01,Cartão Pré-pago,USD,9339.88
TRX-009527,2026-05-26,64830297565,Papel Moeda,USD,2651.23
TRX-009528,2026-06-02,28439516746,Papel Moeda,GBP,14773.81
TRX-009529,2026-06-02,105.469.782-58,Remessa Internacional,EUR,4157.08
TRX-009530,2026-05-28,374.215.689-64,Cartão Pré-pago,GBP,5116.93
TRX-009531,2026-05-22,59614023716,Papel Moeda,EUR,2986.87
TRX-009532,2026-05-22,40631579893,Remessa Internacional,USD,9326.76
TRX-009533,2026-05-31,074.285.913-41,Remessa Internacional,EUR,14200.46
TRX-009534,2026-06-01,27941836050,Papel Moeda,USD,1054.4
TRX-009535,2026-05-27,596.374.218-82,Papel Moeda,GBP,4100.19
TRX-009536,2026-06-11,253.740.198-05,Cartão Pré-pago,GBP,8904.82
TRX-009537,2026-06-12,20761345817,Remessa Internacional,USD,7110.88
TRX-009538,2026-06-03,198.072.465-20,Cartão Pré-pago,USD,3738.29
TRX-009539,2026-06-06,890.172.354-97,Cartão Pré-pago,GBP,2555.19
TRX-009540,2026-06-13,574.038.629-29,Papel Moeda,USD,13766.7
TRX-009541,2026-05-27,30795241879,Papel Moeda,EUR,10872.64
TRX-009542,2026-06-07,614.253.897-91,Papel Moeda,USD,9077.12
TRX-009543,2026-06-12,894.516.073-66,Cartão Pré-pago,GBP,9537.31
TRX-009544,2026-05-17,583.496.720-56,Remessa Internacional,USD,13050.07
TRX-009545,2026-06-06,642.593.170-16,Cartão Pré-pago,GBP,13988.51
TRX-009546,2026-06-11,503.249.718-50,Cartão Pré-pago,USD,12335.52
TRX-009547,2026-05-21,350.289.716-68,Cartão Pré-pago,EUR,4577.4
TRX-009548,2026-06-14,25946107399,Cartão Pré-pago,USD,2095.31
TRX-009549,2026-06-06,82579136002,Remessa Internacional,USD,4421.17
TRX-009550,2026-06-06,257.834.169-91,Papel Moeda,GBP,12935.24
TRX-009551,2026-05-17,19647380593,Remessa Internacional,EUR,7095.72
TRX-009552,2026-05-31,431.652.870-07,Remessa Internacional,GBP,2759.79
TRX-009553,2026-06-10,40873162978,Papel Moeda,USD,2654.95
TRX-009554,2026-05-23,846.790.235-38,Remessa Internacional,EUR,9734.19
TRX-009555,2026-05-27,13704562980,Cartão Pré-pago,GBP,13308.0
TRX-009556,2026-05-23,869.043.175-66,Papel Moeda,EUR,5394.63
TRX-009557,2026-05-19,74902831678,Papel Moeda,EUR,13461.71
TRX-009558,2026-05-31,80932475647,Remessa Internacional,USD,5878.9
TRX-009559,2026-05-24,478.120.593-32,Cartão Pré-pago,EUR,4892.5
TRX-009560,2026-06-14,971.532.684-64,Papel Moeda,EUR,8658.38
TRX-009561,2026-05-19,568.304.197-00,Papel Moeda,GBP,1245.35
TRX-009562,2026-05-31,90514278323,Remessa Internacional,EUR,8737.27
TRX-009563,2026-05-25,01567329470,Papel Moeda,EUR,14499.99
TRX-009564,2026-06-11,92847301550,Remessa Internacional,EUR,12324.83
TRX-009565,2026-05-29,47806392556,Remessa Internacional,USD,5546.94
TRX-009566,2026-05-21,18736240508,Papel Moeda,USD,6823.34
TRX-009567,2026-06-04,936.210.857-77,Remessa Internacional,GBP,6865.74
TRX-009568,2026-05-25,305.697.241-80,Remessa Internacional,USD,2789.07
TRX-009569,2026-05-28,49863207500,Cartão Pré-pago,USD,7152.18
TRX-009570,2026-06-10,645.217.039-25,Papel Moeda,GBP,6675.02
TRX-009571,2026-05-19,479.162.538-28,Remessa Internacional,EUR,14732.28
TRX-009572,2026-06-13,490.651.387-57,Cartão Pré-pago,EUR,9435.57
TRX-009573,2026-06-12,736.910.485-01,Remessa Internacional,EUR,5360.08
TRX-009574,2026-06-03,39187604566,Papel Moeda,EUR,8792.23
TRX-009575,2026-06-14,82531409670,Cartão Pré-pago,GBP,11703.92
TRX-009576,2026-05-30,20736185453,Remessa Internacional,USD,2196.59
TRX-009577,2026-05-28,84572091323,Papel Moeda,EUR,8547.39
TRX-009578,2026-06-11,324.608.571-44,Remessa Internacional,GBP,4280.28
TRX-009579,2026-05-23,06271458335,Remessa Internacional,USD,802.74
TRX-009580,2026-05-25,485.267.319-55,Remessa Internacional,EUR,12947.13
TRX-009581,2026-06-03,18697542049,Remessa Internacional,USD,4184.14
TRX-009582,2026-05-22,05346281924,Cartão Pré-pago,EUR,5717.26
TRX-009583,2026-06-04,893.765.124-64,Papel Moeda,EUR,14662.22
TRX-009584,2026-05-27,75814392673,Cartão Pré-pago,EUR,2448.38
TRX-009585,2026-06-15,045.763.298-47,Cartão Pré-pago,GBP,1727.05
TRX-009586,2026-05-17,567.321.490-16,Cartão Pré-pago,USD,8935.9
TRX-009587,2026-06-05,47830926131,Papel Moeda,GBP,1789.19
TRX-009588,2026-05-26,05263198795,Papel Moeda,USD,14818.96
TRX-009589,2026-05-22,197.638.524-55,Cartão Pré-pago,GBP,12300.08
TRX-009590,2026-05-31,123.950.467-52,Remessa Internacional,GBP,14319.53
TRX-009591,2026-06-06,528.437.610-26,Remessa Internacional,GBP,1901.67
TRX-009592,2026-06-13,64803571910,Cartão Pré-pago,EUR,936.09
TRX-009593,2026-05-20,01596837420,Papel Moeda,USD,1346.4
TRX-009594,2026-06-07,89450713260,Cartão Pré-pago,EUR,10325.09
TRX-009595,2026-05-25,980.672.413-50,Cartão Pré-pago,EUR,14875.58
TRX-009596,2026-06-10,12937460534,Papel Moeda,GBP,10516.15
TRX-009597,2026-05-28,06731925802,Cartão Pré-pago,GBP,14757.21
TRX-009598,2026-05-23,54687120911,Papel Moeda,USD,4534.44
TRX-009599,2026-06-02,293.178.465-64,Remessa Internacional,USD,8295.83
TRX-009600,2026-05-29,629.305.817-86,Remessa Internacional,USD,2208.39
TRX-009601,2026-06-04,967.341.082-87,Remessa Internacional,GBP,8189.29
TRX-009602,2026-06-11,704.913.625-52,Papel Moeda,GBP,9001.16
TRX-009603,2026-05-31,48901537214,Cartão Pré-pago,GBP,12376.3
TRX-009604,2026-05-28,205.864.731-90,Papel Moeda,USD,8789.3
TRX-009605,2026-05-23,348.210.967-22,Cartão Pré-pago,EUR,8747.18
TRX-009606,2026-05-27,48653109757,Remessa Internacional,EUR,6073.53
TRX-009607,2026-05-29,01852934760,Cartão Pré-pago,EUR,13424.09
TRX-009608,2026-05-20,62871093512,Cartão Pré-pago,EUR,5040.21
TRX-009609,2026-06-04,08432915750,Papel Moeda,USD,10463.38
TRX-009610,2026-06-12,658.273.410-53,Papel Moeda,GBP,7757.78
TRX-009611,2026-06-06,873.019.524-14,Cartão Pré-pago,USD,4990.2
TRX-009612,2026-05-29,46972013887,Cartão Pré-pago,USD,5567.65
TRX-009613,2026-06-09,95061384784,Papel Moeda,USD,3641.9
TRX-009614,2026-05-20,16904357800,Remessa Internacional,USD,1088.25
TRX-009615,2026-06-12,648.725.931-46,Cartão Pré-pago,GBP,14979.25
TRX-009616,2026-05-19,328.954.107-04,Cartão Pré-pago,GBP,5947.61
TRX-009617,2026-05-25,42617903869,Cartão Pré-pago,EUR,7992.4
TRX-009618,2026-05-27,492.801.537-14,Remessa Internacional,USD,3627.19
TRX-009619,2026-06-15,761.429.508-02,Cartão Pré-pago,EUR,11437.05
TRX-009620,2026-05-19,286.710.549-85,Papel Moeda,USD,3072.96
TRX-009621,2026-05-25,496.582.031-24,Remessa Internacional,EUR,14923.46
TRX-009622,2026-05-21,04653791252,Cartão Pré-pago,EUR,3510.32
TRX-009623,2026-06-03,28107594649,Cartão Pré-pago,USD,5312.63
TRX-009624,2026-06-14,408.139.625-60,Papel Moeda,GBP,1007.1
TRX-009625,2026-06-12,35086719410,Cartão Pré-pago,USD,5357.41
TRX-009626,2026-06-02,605.317.249-99,Cartão Pré-pago,GBP,12655.81
TRX-009627,2026-05-29,46281597001,Cartão Pré-pago,GBP,7200.84
TRX-009628,2026-06-07,713.085.942-32,Remessa Internacional,EUR,6222.86
TRX-009629,2026-05-17,621.593.847-55,Remessa Internacional,GBP,6957.99
TRX-009630,2026-05-24,681.235.049-42,Papel Moeda,EUR,6775.56
TRX-009631,2026-06-11,428.150.693-42,Remessa Internacional,USD,4485.72
TRX-009632,2026-05-18,10965823768,Papel Moeda,USD,11818.96
TRX-009633,2026-06-07,549.213.860-05,Papel Moeda,GBP,12497.4
TRX-009634,2026-05-20,08413279550,Remessa Internacional,GBP,12655.03
TRX-009635,2026-05-19,968.472.153-64,Remessa Internacional,USD,8359.85
TRX-009636,2026-05-17,750.183.962-02,Cartão Pré-pago,USD,5591.12
TRX-009637,2026-05-17,513.280.749-60,Papel Moeda,EUR,6411.66
TRX-009638,2026-06-03,23816497004,Cartão Pré-pago,USD,866.22
TRX-009639,2026-06-15,079.513.846-66,Remessa Internacional,EUR,12960.3
TRX-009640,2026-06-07,45798230104,Papel Moeda,GBP,13994.2
TRX-009641,2026-06-04,609.214.735-16,Remessa Internacional,EUR,1200.07
TRX-009642,2026-06-03,51976328012,Papel Moeda,GBP,4393.11
TRX-009643,2026-06-08,91856403289,Cartão Pré-pago,USD,9957.38
TRX-009644,2026-05-28,987.351.420-14,Papel Moeda,EUR,9910.63
TRX-009645,2026-06-15,047.152.368-26,Papel Moeda,USD,9242.91
TRX-009646,2026-06-11,940.216.857-58,Remessa Internacional,USD,8954.72
TRX-009647,2026-05-26,56723108930,Papel Moeda,EUR,14479.84
TRX-009648,2026-06-09,29704561334,Cartão Pré-pago,USD,5562.64
TRX-009649,2026-05-24,54716328007,Remessa Internacional,GBP,10751.28
TRX-009650,2026-05-23,79501368203,Papel Moeda,GBP,8421.74
TRX-009651,2026-05-22,172.548.069-76,Papel Moeda,GBP,1134.25
TRX-009652,2026-05-28,391.562.804-24,Papel Moeda,USD,2261.39
TRX-009653,2026-06-09,24105386735,Remessa Internacional,EUR,14831.01
TRX-009654,2026-05-28,90278415601,Papel Moeda,EUR,1923.14
TRX-009655,2026-05-21,968.470.153-57,Cartão Pré-pago,GBP,556.87
TRX-009656,2026-05-20,615.892.743-00,Papel Moeda,GBP,13204.19
TRX-009657,2026-06-07,05167483271,Cartão Pré-pago,EUR,2794.09
TRX-009658,2026-05-20,23754860992,Papel Moeda,EUR,1855.43
TRX-009659,2026-06-12,54381760948,Cartão Pré-pago,GBP,7230.29
TRX-009660,2026-06-05,342.761.059-43,Cartão Pré-pago,USD,13785.38
TRX-009661,2026-05-18,031.287.564-90,Remessa Internacional,USD,10528.84
TRX-009662,2026-05-26,25679401894,Cartão Pré-pago,USD,837.7
TRX-009663,2026-06-11,521.378.096-21,Cartão Pré-pago,EUR,3339.1
TRX-009664,2026-06-07,985.071.432-88,Remessa Internacional,USD,2842.8
TRX-009665,2026-06-04,92657430180,Cartão Pré-pago,GBP,5367.7
TRX-009666,2026-06-07,74093156875,Cartão Pré-pago,GBP,14618.53
TRX-009667,2026-05-17,354.672.981-19,Remessa Internacional,USD,8664.24
TRX-009668,2026-06-07,06817395410,Papel Moeda,EUR,9224.43
TRX-009669,2026-06-12,63159702812,Remessa Internacional,EUR,7504.11
TRX-009670,2026-05-20,237.608.591-86,Remessa Internacional,USD,10190.53
TRX-009671,2026-05-24,705.832.914-14,Remessa Internacional,USD,6528.42
TRX-009672,2026-06-15,238.701.645-90,Papel Moeda,EUR,3136.25
TRX-009673,2026-05-30,34250819779,Papel Moeda,USD,9125.64
TRX-009674,2026-06-09,850.146.273-07,Remessa Internacional,USD,4979.62
TRX-009675,2026-05-23,643.258.079-00,Papel Moeda,GBP,2809.97
TRX-009676,2026-05-17,827.453.691-64,Cartão Pré-pago,USD,8418.26
TRX-009677,2026-05-30,946.085.321-89,Remessa Internacional,EUR,3040.56
TRX-009678,2026-06-05,947.532.610-34,Papel Moeda,EUR,8254.87
TRX-009679,2026-06-05,67284395109,Papel Moeda,EUR,1482.63
TRX-009680,2026-06-02,172.359.680-95,Papel Moeda,EUR,3679.4
TRX-009681,2026-05-19,18530796420,Remessa Internacional,EUR,3459.28
TRX-009682,2026-05-19,01783952695,Papel Moeda,EUR,11746.97
TRX-009683,2026-05-27,78910564393,Remessa Internacional,USD,2933.36
TRX-009684,2026-05-31,964.513.782-91,Remessa Internacional,USD,4441.98
TRX-009685,2026-06-11,183.692.547-64,Remessa Internacional,USD,5827.86
TRX-009686,2026-05-18,396.820.574-00,Remessa Internacional,USD,1870.53
TRX-009687,2026-05-29,624.357.098-38,Remessa Internacional,GBP,12993.45
TRX-009688,2026-05-20,24096538124,Remessa Internacional,EUR,2254.84
TRX-009689,2026-05-31,23678015417,Papel Moeda,EUR,13926.13
TRX-009690,2026-05-28,026.893.514-98,Remessa Internacional,USD,11254.92
TRX-009691,2026-05-24,036.258.147-90,Cartão Pré-pago,GBP,12745.87
TRX-009692,2026-06-14,354.092.876-65,Remessa Internacional,USD,14808.54
TRX-009693,2026-05-17,902.345.761-70,Remessa Internacional,GBP,14450.81
TRX-009694,2026-06-11,96854731020,Papel Moeda,GBP,6792.11
TRX-009695,2026-05-29,28451763090,Cartão Pré-pago,EUR,7213.18
TRX-009696,2026-06-12,16239485098,Cartão Pré-pago,GBP,11598.18
TRX-009697,2026-06-01,57309684184,Remessa Internacional,USD,14196.67
TRX-009698,2026-06-08,72501398602,Papel Moeda,USD,12502.51
TRX-009699,2026-05-22,95240687102,Papel Moeda,USD,5333.77
TRX-009700,2026-05-21,76154308957,Cartão Pré-pago,EUR,8653.43
TRX-009701,2026-05-23,415.086.327-07,Papel Moeda,USD,1318.59
TRX-009702,2026-05-21,691.032.547-80,Cartão Pré-pago,EUR,6350.48
TRX-009703,2026-05-28,40182569306,Remessa Internacional,GBP,11603.63
TRX-009704,2026-06-02,562.194.078-49,Papel Moeda,EUR,8556.88
TRX-009705,2026-06-13,368.047.952-29,Remessa Internacional,GBP,9728.87
TRX-009706,2026-05-20,562.983.740-00,Remessa Internacional,GBP,14070.87
TRX-009707,2026-06-15,583.479.016-00,Cartão Pré-pago,USD,2640.87
TRX-009708,2026-05-24,41978356200,Papel Moeda,GBP,8925.77
TRX-009709,2026-05-23,042.359.618-70,Papel Moeda,USD,11566.14
TRX-009710,2026-06-10,25068741949,Cartão Pré-pago,USD,4710.54
TRX-009711,2026-05-17,785.236.941-37,Papel Moeda,GBP,7414.86
TRX-009712,2026-06-04,87621459085,Papel Moeda,EUR,11733.63
TRX-009713,2026-05-20,08364751271,Papel Moeda,EUR,13853.38
TRX-009714,2026-05-29,567.891.023-02,Remessa Internacional,USD,13036.01
TRX-009715,2026-05-25,402.385.176-08,Remessa Internacional,EUR,3759.28
TRX-009716,2026-05-25,872.950.634-47,Remessa Internacional,GBP,5701.27
TRX-009717,2026-05-21,19637820540,Papel Moeda,GBP,6592.86
TRX-009718,2026-05-28,714.958.302-41,Cartão Pré-pago,GBP,13731.98
TRX-009719,2026-06-13,63729150499,Remessa Internacional,USD,13582.38
TRX-009720,2026-06-14,23567490125,Cartão Pré-pago,GBP,13653.18
TRX-009721,2026-05-28,76350291425,Remessa Internacional,USD,6805.14
TRX-009722,2026-05-24,71023986469,Remessa Internacional,EUR,10363.88
TRX-009723,2026-06-09,825.304.791-60,Remessa Internacional,GBP,9298.8
TRX-009724,2026-06-13,785.640.123-08,Remessa Internacional,USD,14763.64
TRX-009725,2026-06-03,143.095.267-99,Remessa Internacional,GBP,4849.56
TRX-009726,2026-05-29,509.217.846-94,Papel Moeda,EUR,1338.28
TRX-009727,2026-06-07,30968572456,Papel Moeda,USD,5329.99
TRX-009728,2026-05-31,426.791.583-00,Cartão Pré-pago,GBP,14316.91
TRX-009729,2026-06-06,128.309.457-60,Remessa Internacional,EUR,6562.89
TRX-009730,2026-05-20,50983146233,Papel Moeda,USD,4985.43
TRX-009731,2026-05-22,78096521411,Cartão Pré-pago,USD,9355.15
TRX-009732,2026-05-30,619.023.574-34,Remessa Internacional,USD,7023.87
TRX-009733,2026-06-01,01653789212,Papel Moeda,EUR,10687.64
TRX-009734,2026-06-06,08235419670,Cartão Pré-pago,USD,7551.88
TRX-009735,2026-06-07,32678149528,Cartão Pré-pago,GBP,589.34
TRX-009736,2026-05-27,56983412060,Cartão Pré-pago,USD,4459.83
TRX-009737,2026-06-09,798.023.451-05,Remessa Internacional,GBP,6058.38
TRX-009738,2026-05-25,257.634.108-07,Remessa Internacional,EUR,3729.05
TRX-009739,2026-06-08,71456830910,Cartão Pré-pago,USD,8666.14
TRX-009740,2026-06-02,62351704835,Papel Moeda,USD,9366.47
TRX-009741,2026-05-24,89041257667,Papel Moeda,USD,11457.69
TRX-009742,2026-06-03,048.693.157-93,Papel Moeda,EUR,11636.86
TRX-009743,2026-06-02,840.931.572-60,Cartão Pré-pago,GBP,5155.87
TRX-009744,2026-06-15,275.416.038-80,Cartão Pré-pago,GBP,7527.71
TRX-009745,2026-06-12,31974208532,Remessa Internacional,USD,1838.07
TRX-009746,2026-05-21,268.410.359-33,Cartão Pré-pago,GBP,1136.73
TRX-009747,2026-06-05,39670154839,Remessa Internacional,USD,10265.2
TRX-009748,2026-06-15,058.396.417-66,Papel Moeda,USD,4954.03
TRX-009749,2026-05-18,16924583709,Cartão Pré-pago,GBP,1074.45
TRX-009750,2026-06-07,69375218040,Papel Moeda,USD,1437.65
TRX-009751,2026-05-20,17258936491,Remessa Internacional,EUR,1393.98
TRX-009752,2026-05-23,83961502498,Cartão Pré-pago,EUR,6670.04
TRX-009753,2026-05-31,937.264.581-82,Cartão Pré-pago,GBP,9830.41
TRX-009754,2026-06-10,12498350624,Cartão Pré-pago,GBP,8393.75
TRX-009755,2026-06-08,046.132.958-15,Remessa Internacional,EUR,4610.89
TRX-009756,2026-06-15,325.194.067-80,Cartão Pré-pago,EUR,5472.6
TRX-009757,2026-06-03,167.452.830-26,Papel Moeda,GBP,5387.92
TRX-009758,2026-05-21,039.685.147-93,Papel Moeda,EUR,4998.63
TRX-009759,2026-06-07,872.560.134-26,Papel Moeda,USD,9001.39
TRX-009760,2026-05-17,539.802.174-50,Remessa Internacional,EUR,1850.72
TRX-009761,2026-06-01,04913287613,Papel Moeda,GBP,9230.67
TRX-009762,2026-06-11,76480921585,Cartão Pré-pago,USD,12716.11
TRX-009763,2026-05-25,260.598.147-94,Papel Moeda,GBP,2437.14
TRX-009764,2026-05-26,628.497.013-78,Papel Moeda,EUR,14793.92
TRX-009765,2026-06-09,532.418.097-14,Remessa Internacional,GBP,5882.49
TRX-009766,2026-06-07,072.938.154-41,Papel Moeda,USD,690.32
TRX-009767,2026-05-20,85392407188,Cartão Pré-pago,EUR,13445.5
TRX-009768,2026-05-28,83570912450,Remessa Internacional,GBP,8613.04
TRX-009769,2026-05-17,05692741849,Papel Moeda,EUR,892.24
TRX-009770,2026-06-02,327.819.546-91,Remessa Internacional,GBP,4072.66
TRX-009771,2026-05-27,301.865.749-75,Remessa Internacional,GBP,5562.46
TRX-009772,2026-05-27,315.724.690-99,Cartão Pré-pago,USD,11344.36
TRX-009773,2026-06-08,21385749628,Papel Moeda,USD,2558.92
TRX-009774,2026-06-15,380.961.425-42,Papel Moeda,EUR,13889.17
TRX-009775,2026-05-20,60528713426,Cartão Pré-pago,USD,3039.24
TRX-009776,2026-05-23,679.584.320-38,Remessa Internacional,EUR,4825.44
TRX-009777,2026-05-18,38921640533,Cartão Pré-pago,EUR,4558.75
TRX-009778,2026-06-03,82513697030,Papel Moeda,EUR,3840.2
TRX-009779,2026-06-02,15784620371,Papel Moeda,GBP,1765.72
TRX-009780,2026-06-15,93785421664,Remessa Internacional,EUR,3378.35
TRX-009781,2026-05-19,32705648992,Remessa Internacional,GBP,4726.42
TRX-009782,2026-06-07,418.365.709-10,Remessa Internacional,USD,5777.24
TRX-009783,2026-05-23,12893640796,Cartão Pré-pago,EUR,12381.61
TRX-009784,2026-05-23,93567182021,Papel Moeda,USD,694.85
TRX-009785,2026-05-25,825.064.179-58,Remessa Internacional,EUR,10490.26
TRX-009786,2026-05-29,586.401.273-44,Papel Moeda,EUR,3177.57
TRX-009787,2026-06-10,961.408.523-15,Cartão Pré-pago,GBP,9678.64
TRX-009788,2026-05-17,539.024.687-00,Cartão Pré-pago,USD,10156.52
TRX-009789,2026-06-14,03586497148,Papel Moeda,EUR,2470.01
TRX-009790,2026-05-31,17830925640,Cartão Pré-pago,USD,8251.86
TRX-009791,2026-05-27,76834192573,Cartão Pré-pago,USD,11373.2
TRX-009792,2026-05-29,47629015801,Cartão Pré-pago,EUR,4102.63
TRX-009793,2026-06-06,741.635.092-16,Cartão Pré-pago,EUR,12943.55
TRX-009794,2026-05-31,672.435.019-07,Cartão Pré-pago,EUR,2886.14
TRX-009795,2026-05-26,948.627.503-38,Remessa Internacional,USD,9812.32
TRX-009796,2026-05-23,128.576.409-94,Remessa Internacional,GBP,10512.02
TRX-009797,2026-06-06,936.241.750-25,Papel Moeda,GBP,10716.73
TRX-009798,2026-05-19,284.176.093-69,Papel Moeda,EUR,11723.13
TRX-009799,2026-06-03,37695280186,Papel Moeda,EUR,5972.26
TRX-009800,2026-06-01,30695172425,Cartão Pré-pago,GBP,11981.92
TRX-009801,2026-06-14,348.109.675-57,Papel Moeda,EUR,6440.14
TRX-009802,2026-06-15,165.032.489-89,Papel Moeda,GBP,5359.7
TRX-009803,2026-06-13,03592841750,Papel Moeda,EUR,1779.86
TRX-009804,2026-05-22,27130564890,Cartão Pré-pago,EUR,3740.25
TRX-009805,2026-06-07,35810296424,Papel Moeda,GBP,14130.72
TRX-009806,2026-05-31,526.834.170-71,Cartão Pré-pago,USD,11666.66
TRX-009807,2026-05-21,402.759.361-80,Remessa Internacional,GBP,3234.15
TRX-009808,2026-06-10,492.780.561-11,Cartão Pré-pago,EUR,4356.63
TRX-009809,2026-05-18,736.914.205-16,Cartão Pré-pago,GBP,1800.95
TRX-009810,2026-06-11,704.925.318-97,Cartão Pré-pago,EUR,1139.87
TRX-009811,2026-06-08,560.981.742-02,Remessa Internacional,GBP,3948.84
TRX-009812,2026-05-24,640.195.738-75,Cartão Pré-pago,USD,10010.72
TRX-009813,2026-05-25,80916432505,Cartão Pré-pago,GBP,2601.09
TRX-009814,2026-05-24,623.148.957-46,Remessa Internacional,EUR,3216.9
TRX-009815,2026-06-07,84215790611,Remessa Internacional,EUR,13312.04
TRX-009816,2026-06-11,83561279473,Remessa Internacional,EUR,1258.53
TRX-009817,2026-06-06,421.936.758-64,Cartão Pré-pago,GBP,2595.2
TRX-009818,2026-06-07,06231895424,Remessa Internacional,USD,13375.54
TRX-009819,2026-05-20,54073621807,Remessa Internacional,USD,13405.41
TRX-009820,2026-06-07,46215038989,Remessa Internacional,USD,10151.98
TRX-009821,2026-06-05,06724851335,Remessa Internacional,GBP,9878.95
TRX-009822,2026-06-05,05647298338,Papel Moeda,GBP,9882.63
TRX-009823,2026-06-06,853.267.491-73,Cartão Pré-pago,USD,13289.67
TRX-009824,2026-06-05,10796423822,Remessa Internacional,EUR,2526.99
TRX-009825,2026-06-10,041.935.782-32,Cartão Pré-pago,USD,6857.65
TRX-009826,2026-06-09,857.246.310-08,Papel Moeda,EUR,12858.57
TRX-009827,2026-06-10,524.061.879-85,Papel Moeda,EUR,1864.87
TRX-009828,2026-06-14,314.276.859-91,Papel Moeda,EUR,8514.68
TRX-009829,2026-06-09,06421857353,Cartão Pré-pago,EUR,11213.99
TRX-009830,2026-05-17,62975381409,Remessa Internacional,EUR,5802.22
TRX-009831,2026-06-10,076.451.832-17,Papel Moeda,USD,1032.9
TRX-009832,2026-05-23,93482506710,Cartão Pré-pago,EUR,10394.02
TRX-009833,2026-05-21,36275081490,Remessa Internacional,EUR,6878.85
TRX-009834,2026-05-23,07859321602,Papel Moeda,GBP,6302.58
TRX-009835,2026-05-17,89631475093,Cartão Pré-pago,USD,10479.99
TRX-009836,2026-06-02,536.829.710-68,Cartão Pré-pago,EUR,14848.09
TRX-009837,2026-06-10,591.407.238-79,Papel Moeda,GBP,10822.15
TRX-009838,2026-05-30,935.210.487-05,Remessa Internacional,EUR,10432.61
TRX-009839,2026-06-09,81564273008,Remessa Internacional,EUR,13286.41
TRX-009840,2026-05-18,04517639207,Papel Moeda,EUR,12592.69
TRX-009841,2026-05-23,310.726.854-26,Cartão Pré-pago,USD,7659.37
TRX-009842,2026-06-01,58607932438,Papel Moeda,GBP,2035.21
TRX-009843,2026-05-26,738.651.209-03,Papel Moeda,GBP,13009.86
TRX-009844,2026-06-02,846.719.302-69,Remessa Internacional,USD,7322.99
TRX-009845,2026-06-12,670.835.249-47,Papel Moeda,USD,10440.65
TRX-009846,2026-05-29,70918342597,Papel Moeda,USD,8633.36
TRX-009847,2026-05-24,418.903.762-13,Cartão Pré-pago,EUR,2049.57
TRX-009848,2026-05-30,26751490801,Cartão Pré-pago,GBP,7977.15
TRX-009849,2026-06-04,27413650835,Cartão Pré-pago,GBP,14435.92
TRX-009850,2026-05-23,41862590389,Remessa Internacional,USD,3601.6
TRX-009851,2026-05-26,58103729612,Cartão Pré-pago,USD,10446.6
TRX-009852,2026-06-13,65247193016,Remessa Internacional,EUR,4474.27
TRX-009853,2026-06-14,04782695101,Remessa Internacional,EUR,2087.46
TRX-009854,2026-05-29,84507916348,Remessa Internacional,USD,8043.06
TRX-009855,2026-06-03,25869713455,Cartão Pré-pago,EUR,9433.26
TRX-009856,2026-06-10,47015923823,Remessa Internacional,EUR,3288.53
TRX-009857,2026-05-18,219.308.645-15,Remessa Internacional,GBP,12688.67
TRX-009858,2026-06-12,15729038488,Remessa Internacional,USD,8641.57
TRX-009859,2026-06-07,234.159.078-05,Papel Moeda,EUR,7171.12
TRX-009860,2026-06-15,60841295360,Remessa Internacional,GBP,9615.39
TRX-009861,2026-06-14,36589147000,Papel Moeda,EUR,2427.05
TRX-009862,2026-05-19,671.083.954-01,Papel Moeda,EUR,6313.68
TRX-009863,2026-06-07,35219608460,Cartão Pré-pago,EUR,11269.24
TRX-009864,2026-05-29,69485127391,Remessa Internacional,USD,8984.15
TRX-009865,2026-06-08,680.374.215-62,Cartão Pré-pago,GBP,4240.44
